성서번호	성서	장	절	문장
5	신명기  	11	31	너희는 이제 곧 요르단을 건너 너희 하느님 야훼께서 주시는 땅에 들어가 차지하게 된다. 그 땅을 차지하고 자리를 잡거든
5	신명기  	12	1	"이것이 너희가 성심껏 실천해야 할 규정이요 법령이다. 너희 선조의 하느님 야훼께서 너희에게 주시어 차지하게 하신 땅에서 실천해야 할 것, 너희가 땅 위에 살아 있는 한 언제까지나 실천해야 할 것이다."
5	신명기  	12	2	너희는 너희가 이제 쫓아내게 될 민족들이 그들의 신을 섬기던 자리를 말끔히 허물어버려야 한다. 높은 산이든 언덕 위든 무성한 나무 아래든 모조리 그렇게 해야 한다.
5	신명기  	12	3	거기에 있는 제단은 무너뜨리고 석상은 부수어버리고 아세라 목상은 불태워 버려야 한다. 그들의 신상들을 깨뜨려버려야 한다. 그리하여 그 이름들을 그 자리에서 지워버려야 한다.
5	신명기  	12	4	그러나 너희 하느님 야훼께는 그런 식으로 해드리지 못한다.
5	신명기  	12	5	너희는 너희 하느님 야훼께서 당신의 이름을 붙이시고 당신께서 계시는 곳으로 삼으시려고 너희 모든 지파 가운데서 고르신 그 곳을 찾아 그리로 가야 한다.
5	신명기  	12	6	너희의 번제물과 친교제물과 십일조와 흔들어 바치는 예물과 서원제물과 자원제물과 소와 양의 맏배를 그리로 가져다 바쳐야 한다.
5	신명기  	12	7	"그 곳이 너희 하느님 야훼를 모시고 먹으며 즐길 자리, 너희와 너희 식구들이 손으로 일해 얻은 모든 것, 너희 하느님 야훼께서 복으로 주신 모든 것을 먹으며 즐길 자리다."
5	신명기  	12	8	"오늘 우리는 여기에서 저마다 제멋대로 하지만, 거기에 가서는 그렇게 하지 못한다."
5	신명기  	12	9	너희 하느님 야훼께서 너희에게 유산으로 주시는 정착지에 아직은 다다르지 않았기 때문이다.
5	신명기  	12	10	"너희가 요르단 강을 건너 들어가서 야훼 너희 하느님께서 너희에게 물려주시는 땅에 자리를 잡으면, 하느님께서는 너희로 하여금 주변에 있는 원수들에게 위협을 받지 않고 편히 살게 해주실 것이다."
5	신명기  	12	11	"그렇게 되거든 너희 하느님 야훼께서 당신의 이름을 두시려고 골라주신 곳으로 내가 명령한 모든 것, 번제물과 친교제물과 십일조와 흔들어 바치는 예물과 고르고 골라 야훼께 바치는 서원제물을 가져다 바쳐라."
5	신명기  	12	12	"너희는 너희 하느님 야훼를 모시고 그 앞에서 즐겨라. 너희뿐 아니라 너희 아들딸, 또 너희 남종과 여종, 또 너희처럼 유산으로 받은 몫이 따로 없이 너희 성문 안에서 사는 레위인들도 함께 즐기게 하여라."
5	신명기  	12	13	부디 명심하여 눈에 든다고 아무데서나 번제를 드리는 일이 없도록 하여라.
5	신명기  	12	14	"야훼께서 너희 중 한 지파에서 한 곳을 고르실 터이니, 그 곳에서만 번제를 드리고 내가 너희에게 지시한 모든 것을 드릴 수 있다."
5	신명기  	12	15	그러나 고기가 먹고 싶으면 너희 하느님 야훼께서 너희에게 복을 내려주신 대로 너희 성 안 어디에서든지 잡아먹을 수 있다. 정한 사람도 부정한 사람도 먹을 수 있다. 노루도 괜찮고 사슴도 괜찮다.
5	신명기  	12	16	다만 피만은 먹지 마라. 피는 물처럼 땅에 쏟아버려야 한다.
5	신명기  	12	17	"그러나 십일조로 바친 밀과 술과 기름, 소와 양의 맏배, 서원하고 드리는 갖가지 서원제물과 자원제물과 흔들어 바치는 예물은 너희가 사는 성 안에서 먹을 수 없다."
5	신명기  	12	18	"이런 것은 너희 하느님 야훼께서 고르신 곳에서 야훼를 모시고 그 앞에서만 먹되 너희의 아들딸, 남종과 여종, 그리고 너희 성 안에 사는 레위인과 함께 먹어라. 너희 손으로 드린 이 모든 것은 너희 하느님 야훼를 모시고 그 앞에서만 즐길 수 있다."
5	신명기  	12	19	너희는 삼가 그 땅에서 사는 동안 레위인들을 저버리지 않도록 하여라.
5	신명기  	12	20	너희 하느님 야훼께서 약속해 주신 대로 너희 영토를 넓혀주셨을 때 고기가 먹고 싶으면 언제든지 고기를 먹을 수 있다.
5	신명기  	12	21	너희 하느님 야훼께서 당신의 이름을 두시려고 고르신 그 곳이 멀 경우에는 야훼께서 주신 소나 양을 내가 지시한 대로 잡아먹을 수 있는데 언제든지 너희가 사는 성 안에서 먹을 수 있다.
5	신명기  	12	22	노루나 사슴을 먹듯이 먹을 수 있다. 정한 사람도 부정한 사람도 먹을 수 있다.
5	신명기  	12	23	"그러나 어떤 일이 있어도 피만은 먹지 못한다. 피는 곧 생명이라, 생명은 고기와 함께 먹을 수 없기 때문이다."
5	신명기  	12	24	피는 먹지 말고 물처럼 땅에 쏟아버려라.
5	신명기  	12	25	그것을 먹어서는 안 된다. 이렇게 야훼께서 보시기에 바른 일을 해야 너도 잘되고 네 후손도 잘되리라.
5	신명기  	12	26	"너희에게 있는 어떤 거룩한 것이나 너희가 바치기로 서원한 제물은 야훼께서 고르신 곳으로 가지고 가야 하는데,"
5	신명기  	12	27	번제를 드릴 때에는 너희 하느님 야훼의 제단에 고기와 함께 피도 바쳐야 한다. 다른 제물을 바칠 때에는 너희 하느님 야훼의 제단에 피만 붓고 고기는 너희가 먹어라.
5	신명기  	12	28	아무쪼록 내가 너희에게 내리는 이 모든 명령을 듣고 그대로 실천하여라. 이렇게 너희 하느님 야훼 보시기에 좋고 바른 일을 해야 너뿐 아니라 너의 후손도 길이 잘될 것이다.
5	신명기  	12	29	"너희 하느님 야훼께서 너희가 들어가 차지하려는 땅에 사는 민족들을 너희 앞에서 소탕해 주시리니, 너희가 그 땅을 차지하고 그들이 살던 땅에 자리잡게 될 것이다."
5	신명기  	12	30	그러나 너희 앞에서 사라진 그들의 흉내를 내다가 올가미에 걸려들지 않도록 명심하여라. '이 민족들이 저희 신들을 어떻게 섬겼을까? 나도 그대로 해보았으면!' 하면서 그들의 신들을 섬기는 일이 없도록 하여라.
5	신명기  	12	31	너희 하느님 야훼께 그런 식으로 해드리면 안 된다. 그들이 저희 신들에게 해드리는 일은 한결같이 야훼께서 싫어하시고 역겨워하시는 일이다. 그들은 심지어 제 아들딸마저 불에 살라 자기네 신들에게 바친다.
5	신명기  	13	1	내가 너희에게 명령하는 이 모든 것을 너희는 성심껏 실천하여야 한다. 거기에 한마디도 보태지 못하고 빼지도 못한다.
5	신명기  	13	2	예언자라는 사람이나 꿈으로 점친다는 사람이 너희 가운데 나타나 표적과 기적을 해보인다고 장담하고
5	신명기  	13	3	"그 장담한 표적과 기적이 그대로 이루어진다고 하더라도, 너희가 일찍이 알지도 못하고 섬겨본 일도 없는 다른 신들을 따르자고 하거든,"
5	신명기  	13	4	그 예언자나 꿈으로 점치는 사람의 말을 듣지 마라. 그것은 너희 하느님 야훼께서 과연 너희가 마음을 다 기울이고 정성을 다 쏟아 너희 하느님 야훼를 사랑하는지 시험해 보시려는 것이다.
5	신명기  	13	5	너희의 하느님 야훼만 따르고 그분만을 공경하여라. 그의 명령만 지키고 그의 말씀만 들어라. 그분만 섬기고 그에게만 충성을 바쳐라.
5	신명기  	13	6	그런 예언자나 꿈으로 점치는 사람은 죽여야 한다. 그는 너희를 꾀어 너희로 하여금 이집트 땅에서 구출해 주신 너희 하느님 야훼께 등을 돌리게 하는 자이다. 그 종살이하던 집에서 너희를 해방시켜 주신 이에게서 발길을 돌리게 하는 자이다. 너희 하느님 야훼께서 너희에게 가라고 분부하신 길에서 벗어나게 하는 자이다. 너희는 이런 독소를 너희 가운데서 송두리째 뽑아버려야 한다.
5	신명기  	13	7	"이복 형제, 동복 형제 가릴 것 없이 너희 어느 형제나, 아들이나 딸이나, 너희 품에 안긴 아내나 너희가 목숨처럼 아끼는 벗들 가운데서 누군가가 너희와 너희 조상이 일찍이 알지 못한 다른 신들을 섬기러 가자고 가만히 꾀는 경우가 있을 것이다."
5	신명기  	13	8	"땅의 이 끝에서 저 끝까지, 너희의 주변에 멀리 또는 가까이 있는 백성들이 자기네의 신들을 섬기자고 하더라도,"
5	신명기  	13	9	그 말에 귀를 기울이지 마라. 그 말을 듣지 마라. 그런 사람을 애처롭게 보지도 말고 가엾게 생각하지도 마라. 감싸줄 생각도 하지 말고
5	신명기  	13	10	반드시 죽여야 한다. 죽일 때에는 네가 맨 먼저 쳐야 한다. 그러면 온 백성이 뒤따라 칠 것이다.
5	신명기  	13	11	"돌로 쳐죽여라. 그는 너희를 이집트 땅, 종살이하던 집에서 건져내 주신 너희 하느님 야훼와 버성기게 하려고 꾀는 자이니 그대로 두어서는 안 된다."
5	신명기  	13	12	온 이스라엘이 그 말을 듣고 두려워할 것이다. 그리하여 이런 나쁜 짓을 하는 자들이 너희 가운데 다시는 없게 하여야 한다.
5	신명기  	13	13	너희 하느님 야훼께서 너희에게 살라고 주시는 성읍들 가운데 어느 한 군데서라도 이런 소문이 나돌 것이다.
5	신명기  	13	14	너희 가운데 패륜아들이 나타나 너희가 일찍이 알지 못했던 다른 신들을 섬기러 가자고 선동한다는 소문이 나돌 것이다.
5	신명기  	13	15	그런 소문이 나돌거든 너희는 샅샅이 조사해 보고 잘 심문해 보아 그것이 사실임이 드러나면 그같이 역겨운 일을 너희 가운데서 뿌리뽑아야 한다.
5	신명기  	13	16	그 성읍에 사는 주민을 칼로 쳐죽여야 한다. 그 성읍과 그 안에 있는 모든 것을 말끔히 없애버려야 한다. 거기에 있는 가축도 칼로 쳐죽이고
5	신명기  	13	17	모든 전리품을 장터에 모아놓고 그 전리품과 함께 온 성읍을 불살라 너희 하느님 야훼께 바쳐야 한다. 그리고 언제까지나 폐허로 남겨두고 다시 세우지 마라.
5	신명기  	13	18	너는 이런 부정한 것들을 건사해 두지 않도록 하여라. 그래야 야훼께서 노여움을 푸시고 너희에게 자비를 베풀어주실 것이다. 너희 선조들에게 맹세하신 대로 자비를 베푸시어 너희를 번성하게 해주실 것이다.
5	신명기  	13	19	너희 하느님 야훼의 말씀을 들어 내가 오늘 너희에게 내리는 모든 명령을 지키고 너희 하느님 야훼 보시기에 바른 일을 해야만 그렇게 해주실 것이다.
5	신명기  	14	1	너희는 너희 하느님 야훼의 자녀이다. 사람이 죽었다고 해서 몸에 상처를 내거나 앞머리를 밀지 마라.
5	신명기  	14	2	너희는 너희 하느님 야훼께 몸바친 거룩한 백성이다. 야훼께서는 땅 위에 있는 만백성 가운데서 너희를 골라 당신의 소중한 백성으로 삼으셨다.
5	신명기  	14	3	너희는 하느님께서 역겨워하시는 것은 무엇이든지 먹지 마라.
5	신명기  	14	4	"너희가 먹을 수 있는 짐승은 이런 것들이다. 소, 양, 염소,"
5	신명기  	14	5	"사슴, 노루, 꽃사슴, 들염소, 들소, 들양, 산염소 같은"
5	신명기  	14	6	굽이 두 쪽으로 갈라지고 새김질하는 짐승이면 먹을 수 있다.
5	신명기  	14	7	"그러나 새김질하는 짐승이나 굽이 갈라진 짐승이라도 다음과 같은 것은 먹지 못한다. 낙타, 토끼, 사반은 새김질은 하지만 굽이 갈라지지 않았으므로 부정한 것들이다."
5	신명기  	14	8	돼지는 굽은 갈라졌으나 새김질을 하지 아니하므로 부정한 것이다. 이런 것들의 고기는 먹지 못할 뿐 아니라 그 주검을 건드려도 안 된다.
5	신명기  	14	9	물에 사는 것 가운데 너희가 먹을 수 있는 것은 이런 것들이다. 지느러미가 있고 비늘이 있는 것은 먹을 수 있다.
5	신명기  	14	10	지느러미도 없고 비늘도 없는 것은 먹지 못한다. 그것은 부정한 것이다.
5	신명기  	14	11	정한 새는 어떤 것이든지 먹을 수 있지만
5	신명기  	14	12	"다음과 같은 새는 먹지 못한다. 독수리, 수염수리, 흰꼬리수리,"
5	신명기  	14	13	"검은소리개, 각종 붉은소리개,"
5	신명기  	14	14	"각종 까마귀,"
5	신명기  	14	15	"타조, 올빼미, 갈매기, 각종 매,"
5	신명기  	14	16	"부엉이, 따오기, 백조,"
5	신명기  	14	17	"사다새, 흰독수리, 가마우지,"
5	신명기  	14	18	"고니, 각종 푸른해오라기, 오디새, 박쥐 등이다."
5	신명기  	14	19	날개 돋힌 벌레도 부정한 것이니 먹으면 안 된다.
5	신명기  	14	20	정한 날벌레는 먹을 수 있다.
5	신명기  	14	21	무릇 저절로 죽은 것은 먹지 못한다. 그런 것은 너희가 사는 성 안에 머무는 떠돌이들에게나 먹으라고 주든지 외국인에게 팔든지 하여라. 너희는 너희 하느님 야훼께 몸 바친 거룩한 백성이 아니냐? 너희는 염소 새끼를 제 어미의 젖으로 삶지 마라.
5	신명기  	14	22	너희는 해마다 씨를 뿌려 밭에서 거둔 소출 가운데 그 십분의 일을 떼어두었다가
5	신명기  	14	23	그 곡식과 술과 기름의 십일조를 소와 양의 맏배와 함께 가져다가 너희 하느님 야훼께서 당신의 이름을 두시려고 고르신 곳에서 그를 모시고 먹어야 한다. 그럼으로써 너는 너희 하느님 야훼를 길이 공경해야 할 줄을 깨닫게 될 것이다.
